# twice: 1 8 6 9 => 10 3 18 19, determinant 1!
-2 0 -1 2
2 -1 0 1
-1 2 -1 1
0 2 -1 1
# twice: 7 17 14 20 => 34 65 39 72, determinant -1!
-2 2 1 0
0 3 1 0
2 1 2 -1
1 3 1 0
# twice: 1 6 8 9 => 4 17 22 25, determinant 1!
-1 -1 -2 3
-2 -1 2 1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25, determinant 1!
-1 -1 -2 3
-2 2 2 -1
-3 1 -1 3
-3 2 2 0
# twice: 8 1 6 9 => 17 22 4 25, determinant 1!
0 -1 0 2
3 -2 0 0
-2 -1 2 1
2 0 -3 3
# twice: 19 18 21 28 => 95 86 97 134, determinant -1!
2 2 1 0
1 1 1 1
1 2 2 0
2 3 2 0
# twice: 19 18 21 28 => 97 86 95 134, determinant -1!
3 3 2 -2
1 1 1 1
0 1 1 2
2 3 2 0
# twice: 3 4 5 6 
2 2 1 0
1 1 1 1
1 2 2 0
2 3 2 0
# twice: 3 4 5 6 
3 3 2 -2
1 1 1 1
0 1 1 2
2 3 2 0
# twice: 1 0 0 1 
2 2 1 0
1 1 1 1
1 2 2 0
2 3 2 0
# twice: 1 0 0 1 
3 3 2 -2
1 1 1 1
0 1 1 2
2 3 2 0
# twice: 1 1 -1 1 
2 2 1 0
1 1 1 1
1 2 2 0
2 3 2 0
# twice: 1 1 -1 1 
3 3 2 -2
1 1 1 1
0 1 1 2
2 3 2 0
