# twice: 1 8 6 9 => 3 10 18 19
-3 -3 2 2
0 -1 0 2
-1 2 -1 1
-3 -1 2 2
# twice: 1 8 6 9 => 3 10 18 19
-3 -3 2 2
0 -1 0 2
-1 2 -1 1
0 2 -1 1
# twice: 1 8 6 9 => 3 10 18 19
-3 -3 2 2
3 2 -3 1
-1 2 -1 1
-3 -1 2 2
# twice: 1 8 6 9 => 3 10 18 19
-3 -3 2 2
3 2 -3 1
-1 2 -1 1
0 2 -1 1
# twice: 7 17 14 20 => 27 37 30 46
-3 0 2 1
2 -3 1 3
1 -3 1 3
3 -1 3 0
# twice: 7 17 14 20 => 36 61 38 69
-3 1 0 2
1 2 0 1
-1 -1 3 1
-1 2 3 0
# twice: 17 7 14 20 => 23 14 70 71
-3 2 0 3
-2 -2 3 1
1 -3 1 3
1 0 1 2
# twice: 17 14 7 20 => 37 30 27 46
-3 2 0 3
-1 0 1 2
2 -1 1 0
0 -2 2 3
# twice: 17 14 7 20 => 37 30 27 46
-3 2 0 3
-1 0 1 2
2 -1 1 0
1 2 3 -1
# twice: 14 17 7 20 => 36 37 3 46
-3 3 1 1
-1 1 2 1
-3 3 2 -1
3 -1 3 0
# twice: 3 10 18 19 => 37 3 36 46
-2 -3 3 1
3 1 -3 2
1 3 -3 3
3 -2 0 3
# twice: 3 10 18 19 => 37 3 36 46
-2 -3 3 1
3 1 -3 2
2 3 0 0
3 -2 0 3
# twice: 3 10 18 19 => 37 3 36 46
-2 -3 3 1
3 1 -3 2
3 3 3 -3
3 -2 0 3
# twice: 1 6 8 9 => 10 3 18 19
-2 -2 3 0
2 -1 2 -1
-2 3 -2 2
-2 3 -3 3
# twice: 1 6 8 9 => 10 3 18 19
-2 -2 3 0
2 2 2 -3
-2 3 -2 2
-2 3 -3 3
# twice: 8 1 6 9 => 10 3 18 19
-2 -1 0 3
-3 -3 2 2
2 -1 2 -1
1 -1 2 0
# twice: 8 1 6 9 => 10 3 18 19
-2 -1 0 3
0 0 -1 1
2 -1 2 -1
1 -1 2 0
# twice: 17 7 14 20 => 41 16 23 44
-2 -1 3 2
-3 -3 2 3
-3 0 1 3
-3 -1 3 3
# twice: 1 8 6 9 => 10 3 18 19
-2 0 -1 2
2 -1 0 1
-1 2 -1 1
-3 -1 2 2
# twice: 1 8 6 9 => 10 3 18 19
-2 0 -1 2
2 -1 0 1
-1 2 -1 1
0 2 -1 1
# twice: 1 6 8 9 => 7 17 14 20
-2 1 -3 3
-2 -1 2 1
-1 2 -3 3
-2 2 -1 2
# twice: 1 6 8 9 => 7 17 14 20
-2 1 -3 3
-2 2 2 -1
-1 2 -3 3
-2 2 -1 2
# twice: 1 6 8 9 => 10 3 18 19
-2 1 3 -2
2 -1 2 -1
-2 3 -2 2
-2 3 -3 3
# twice: 1 6 8 9 => 10 3 18 19
-2 1 3 -2
2 2 2 -3
-2 3 -2 2
-2 3 -3 3
# twice: 7 17 14 20 => 34 65 39 72
-2 2 1 0
0 3 1 0
2 1 2 -1
1 3 1 0
# twice: 7 17 14 20 => 43 66 38 75
-2 3 -1 1
2 2 -3 3
-1 -1 3 1
-3 2 3 1
# twice: 17 7 14 20 => 21 43 84 88
-2 3 1 1
1 -2 0 2
3 -3 1 2
2 -2 2 2
# twice: 27 11 15 29 => 53 19 90 96
-2 3 3 1
-2 0 1 2
2 2 -1 1
0 2 3 1
# twice: 27 11 15 29 => 53 19 90 96
-2 3 3 1
0 3 1 -1
2 2 -1 1
0 2 3 1
# twice: 8 1 6 9 => 22 17 4 25
-1 -3 1 3
1 -3 2 0
-2 -1 2 1
2 0 -3 3
# twice: 8 1 6 9 => 22 17 4 25
-1 -3 1 3
1 -3 2 0
1 2 -1 0
2 0 -3 3
# twice: 17 7 14 20 => 57 7 54 70
-1 -2 2 3
0 3 -1 0
0 -2 2 2
1 1 -1 3
# twice: 1 6 8 9 => 4 17 22 25
-1 -1 -2 3
-2 -1 2 1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25
-1 -1 -2 3
-2 -1 2 1
-3 1 -1 3
-3 2 2 0
# twice: 1 6 8 9 => 4 17 22 25
-1 -1 -2 3
-2 2 2 -1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25
-1 -1 -2 3
-2 2 2 -1
-3 1 -1 3
-3 2 2 0
# twice: 4 17 22 25 => 26 55 78 87
-1 -1 1 1
2 0 1 1
2 3 2 -1
2 3 -1 2
# twice: 3 10 18 19 => 16 41 23 44
-1 0 0 1
-3 3 -1 2
3 3 -3 2
1 2 -2 3
# twice: 3 10 18 19 => 16 41 23 44
-1 0 0 1
-3 3 -1 2
3 3 -3 2
2 2 1 0
# twice: 3 10 18 19 => 16 41 23 44
-1 0 0 1
-2 3 2 -1
3 3 -3 2
1 2 -2 3
# twice: 3 10 18 19 => 16 41 23 44
-1 0 0 1
-2 3 2 -1
3 3 -3 2
2 2 1 0
# twice: 8 1 6 9 => 7 17 14 20
-1 0 1 1
1 -3 2 0
-1 -2 1 2
0 -1 -1 3
# twice: 8 1 6 9 => 7 17 14 20
-1 0 1 1
1 -3 2 0
2 1 -2 1
0 -1 -1 3
# twice: 14 17 7 20 => 33 32 6 41
-1 0 1 2
2 -1 3 0
2 1 3 -3
-1 2 3 0
# twice: 8 1 6 9 => 3 10 18 19
-1 2 -3 3
-1 -3 2 1
2 -1 2 -1
1 -1 2 0
# twice: 8 1 6 9 => 3 10 18 19
-1 2 -3 3
2 0 -1 0
2 -1 2 -1
1 -1 2 0
# twice: 1 6 8 9 => 4 17 22 25
-1 2 -2 1
-2 -1 2 1
-3 1 -1 3
-3 -1 2 2
# twice: 1 6 8 9 => 4 17 22 25
-1 2 -2 1
-2 -1 2 1
-3 1 -1 3
-3 2 2 0
